category_code,founded_at,country_code,funding_rounds,funding_total_usd,milestones,relationships,isClosed,Active_Days
web,2007,USA,1.0,3652913.0,2.0,4.0,1,5110.0
mobile,2008,USA,3.0,10500000.0,3.0,8.0,0,1095.0
messaging,2008,USA,1.0,250000.0,1.0,3.0,1,4745.0
web,2004,GBR,1.0,3652913.0,2.0,3.0,1,6205.0
web,2005,USA,1.0,3652913.0,1.0,3.0,1,5840.0
ecommerce,2004,FRA,1.0,3652913.0,1.0,3.0,1,6205.0
messaging,2011,USA,1.0,3652913.0,1.0,2.0,1,3650.0
consulting,2009,USA,1.0,3652913.0,1.0,1.0,1,4380.0
other,2008,USA,1.0,3652913.0,1.0,1.0,1,4745.0
mobile,2007,USA,1.0,3652913.0,1.0,5.0,1,5110.0
other,2002,USA,1.0,3652913.0,1.0,2.0,1,6935.0
mobile,2010,IND,1.0,3652913.0,1.0,3.0,1,4015.0
software,2011,USA,1.0,2000000.0,1.0,2.0,1,3650.0
mobile,2008,HKG,1.0,3652913.0,3.0,3.0,1,4745.0
consulting,2003,GBR,1.0,3652913.0,1.0,1.0,1,6570.0
web,2008,USA,1.0,3652913.0,4.0,1.0,1,4745.0
mobile,2011,USA,1.0,3652913.0,1.0,2.0,1,3650.0
software,2009,USA,1.0,3652913.0,2.0,3.0,1,4380.0
web,2011,USA,1.0,5000.0,1.0,3.0,0,730.0
other,2008,USA,1.0,3652913.0,1.0,1.0,0,730.0
ecommerce,2011,USA,1.0,3652913.0,1.0,1.0,1,3650.0
mobile,2011,NLD,1.0,3652913.0,1.0,2.0,1,3650.0
software,2003,USA,1.0,3652913.0,2.0,8.0,1,6570.0
consulting,2001,CAN,1.0,3652913.0,1.0,3.0,1,7300.0
travel,2011,GBR,2.0,4400000.0,1.0,7.0,1,3650.0
web,2005,NLD,1.0,3652913.0,1.0,1.0,1,5840.0
web,2011,CAN,1.0,3652913.0,1.0,4.0,1,3650.0
web,2007,USA,1.0,3652913.0,1.0,1.0,1,5110.0
games_video,2011,USA,1.0,200000.0,1.0,3.0,1,3650.0
music,2008,USA,2.0,3652913.0,1.0,1.0,1,4745.0
search,2007,IND,1.0,3652913.0,1.0,3.0,1,5110.0
web,2007,USA,1.0,3652913.0,1.0,1.0,1,5110.0
web,2008,USA,1.0,3652913.0,1.0,1.0,1,4745.0
enterprise,2007,CAN,1.0,1200000.0,1.0,2.0,1,5110.0
advertising,2007,USA,1.0,3652913.0,1.0,2.0,1,5110.0
semiconductor,2006,USA,1.0,3652913.0,1.0,1.0,1,5475.0
advertising,2009,MEX,1.0,3652913.0,1.0,2.0,1,4380.0
hardware,1921,JPN,1.0,3652913.0,1.0,7.0,1,36500.0
web,2004,USA,1.0,8600000.0,1.0,5.0,1,6205.0
games_video,2010,USA,1.0,3652913.0,1.0,2.0,1,4015.0
mobile,2005,USA,1.0,2550000.0,1.0,4.0,1,5840.0
ecommerce,2006,USA,1.0,3652913.0,1.0,4.0,1,5475.0
software,2008,DEU,1.0,3652913.0,1.0,2.0,1,4745.0
software,2011,IND,1.0,3652913.0,1.0,2.0,1,3650.0
web,2007,USA,1.0,3652913.0,1.0,2.0,1,5110.0
software,2011,FRA,1.0,3652913.0,1.0,2.0,1,3650.0
ecommerce,2001,GRC,1.0,3652913.0,1.0,2.0,1,7300.0
games_video,2008,TWN,1.0,220000.0,1.0,3.0,1,4745.0
software,2001,USA,1.0,3652913.0,1.0,1.0,1,7300.0
games_video,2008,USA,2.0,9197854.0,2.0,7.0,1,4745.0
games_video,2005,USA,3.0,12000000.0,3.0,2.0,1,5840.0
medical,2006,USA,1.0,22000000.0,1.0,2.0,1,5475.0
web,1998,USA,1.0,3652913.0,2.0,3.0,1,8395.0
enterprise,2003,BEL,1.0,3652913.0,1.0,2.0,1,6570.0
software,1997,DEU,1.0,3652913.0,1.0,1.0,1,8760.0
software,2008,USA,2.0,6700000.0,3.0,7.0,1,4745.0
web,2011,USA,1.0,3652913.0,1.0,2.0,1,3650.0
other,2010,IRL,1.0,3652913.0,1.0,2.0,1,4015.0
web,2008,AUS,1.0,3652913.0,1.0,5.0,1,4745.0
public_relations,2007,USA,1.0,3652913.0,1.0,4.0,1,5110.0
web,2009,USA,1.0,3652913.0,1.0,1.0,0,730.0
web,2011,USA,1.0,3652913.0,1.0,1.0,1,3650.0
other,2011,USA,1.0,3652913.0,1.0,1.0,1,3650.0
mobile,2008,USA,2.0,2300000.0,3.0,4.0,0,1825.0
web,2008,ISL,1.0,3652913.0,1.0,2.0,1,4745.0
web,2008,USA,1.0,3652913.0,1.0,2.0,1,4745.0
hardware,2005,USA,1.0,3652913.0,1.0,2.0,1,5840.0
software,2011,USA,1.0,20000.0,1.0,4.0,1,3650.0
software,2010,GBR,1.0,3652913.0,1.0,2.0,1,4015.0
consulting,2005,USA,1.0,3652913.0,1.0,1.0,1,5840.0
other,2001,USA,1.0,3652913.0,1.0,1.0,1,7300.0
ecommerce,2010,MYS,1.0,3652913.0,2.0,7.0,1,4015.0
games_video,2010,USA,1.0,3652913.0,1.0,4.0,1,4015.0
public_relations,1998,USA,1.0,3652913.0,1.0,1.0,1,8395.0
ecommerce,2008,USA,1.0,1000000.0,1.0,1.0,1,4745.0
web,2007,USA,1.0,3652913.0,1.0,4.0,1,5110.0
advertising,2011,USA,1.0,3652913.0,2.0,1.0,1,3650.0
social,2005,USA,2.0,600000.0,1.0,1.0,1,5840.0
ecommerce,2002,GBR,1.0,3652913.0,2.0,2.0,1,6935.0
advertising,2006,KOR,2.0,5000000.0,2.0,5.0,1,5475.0
web,2008,GBR,3.0,9100000.0,1.0,8.0,1,4745.0
software,2006,USA,1.0,3652913.0,1.0,6.0,1,5475.0
consulting,2005,FRA,1.0,3652913.0,1.0,5.0,1,5840.0
advertising,2011,USA,3.0,1725000.0,2.0,2.0,1,3650.0
public_relations,1991,CAN,1.0,3652913.0,1.0,4.0,1,10950.0
ecommerce,2008,GBR,1.0,3652913.0,1.0,2.0,1,4745.0
games_video,1999,USA,1.0,83000.0,1.0,1.0,1,8030.0
hardware,2002,USA,1.0,3652913.0,1.0,2.0,1,6935.0
games_video,2008,USA,1.0,3652913.0,1.0,2.0,1,4745.0
public_relations,2000,USA,1.0,3652913.0,1.0,1.0,1,7665.0
consulting,2004,USA,1.0,3652913.0,1.0,2.0,1,6205.0
web,2006,USA,1.0,3652913.0,1.0,1.0,1,5475.0
ecommerce,2004,CAN,1.0,3652913.0,1.0,1.0,1,6205.0
hardware,2007,GBR,1.0,3652913.0,1.0,1.0,1,5110.0
advertising,1999,CAN,1.0,3652913.0,1.0,1.0,1,8030.0
mobile,2006,USA,2.0,1700000.0,1.0,3.0,1,5475.0
web,2005,USA,1.0,3652913.0,1.0,3.0,1,5840.0
consulting,1995,USA,1.0,3652913.0,1.0,1.0,1,9490.0
ecommerce,2011,USA,1.0,3652913.0,1.0,4.0,1,3650.0
web,2007,USA,1.0,3652913.0,1.0,3.0,1,5110.0
network_hosting,2005,USA,1.0,3652913.0,1.0,1.0,1,5840.0
software,2007,USA,1.0,800000.0,2.0,3.0,0,1825.0
software,2005,CAN,1.0,1800000.0,2.0,5.0,1,5840.0
cleantech,2009,USA,1.0,3652913.0,1.0,1.0,1,4380.0
web,2008,DEU,1.0,3652913.0,1.0,1.0,1,4745.0
games_video,1998,BRA,1.0,3652913.0,1.0,1.0,1,8395.0
enterprise,2007,GBR,1.0,3652913.0,3.0,2.0,1,5110.0
web,2007,USA,2.0,1500000.0,1.0,3.0,0,2190.0
consulting,2004,RUS,1.0,3652913.0,1.0,1.0,1,6205.0
ecommerce,2009,CAN,1.0,3652913.0,2.0,3.0,1,4380.0
software,2000,USA,1.0,35000.0,1.0,4.0,1,7665.0
consulting,2008,CAN,1.0,3652913.0,1.0,1.0,1,4745.0
other,2007,USA,1.0,3652913.0,1.0,3.0,1,5110.0
software,1999,IND,1.0,3652913.0,1.0,5.0,1,8030.0
advertising,2011,USA,1.0,3652913.0,1.0,2.0,1,3650.0
games_video,2008,DEU,1.0,3652913.0,1.0,3.0,1,4745.0
web,2009,DEU,1.0,3652913.0,1.0,4.0,1,4380.0
mobile,2007,USA,1.0,3652913.0,1.0,2.0,1,5110.0
web,1999,USA,1.0,22500000.0,1.0,5.0,1,8030.0
public_relations,1999,USA,1.0,3652913.0,1.0,1.0,1,8030.0
hardware,1999,USA,1.0,3652913.0,1.0,2.0,1,8030.0
web,2009,USA,1.0,3652913.0,2.0,5.0,1,4380.0
software,2007,USA,1.0,3652913.0,1.0,3.0,1,5110.0
messaging,2011,USA,2.0,6080000.0,1.0,7.0,1,3650.0
ecommerce,2005,IND,1.0,3652913.0,1.0,2.0,1,5840.0
other,2010,USA,1.0,3652913.0,3.0,1.0,1,4015.0
software,2003,ARG,1.0,3652913.0,1.0,8.0,1,6570.0
games_video,2006,USA,1.0,8300000.0,3.0,4.0,1,5475.0
advertising,1999,CAN,1.0,3652913.0,1.0,2.0,1,8030.0
consulting,1989,CAN,1.0,3652913.0,1.0,3.0,1,11680.0
web,2008,USA,2.0,2000000.0,2.0,4.0,1,4745.0
enterprise,2010,USA,1.0,3652913.0,1.0,6.0,1,4015.0
software,2002,USA,1.0,500000.0,1.0,1.0,1,6935.0
advertising,2005,GBR,1.0,3652913.0,1.0,2.0,1,5840.0
advertising,2000,GBR,1.0,3652913.0,1.0,1.0,1,7665.0
consulting,2000,FRA,1.0,3652913.0,1.0,1.0,1,7665.0
network_hosting,2007,USA,1.0,3652913.0,1.0,1.0,1,5110.0
web,2000,THA,1.0,3652913.0,1.0,1.0,1,7665.0
software,2000,GBR,1.0,3652913.0,2.0,3.0,1,7665.0
web,2008,TUR,1.0,3652913.0,1.0,2.0,1,4745.0
public_relations,2007,USA,1.0,3652913.0,1.0,1.0,1,5110.0
web,2008,GBR,1.0,3652913.0,1.0,1.0,1,4745.0
software,2008,USA,1.0,3652913.0,1.0,1.0,1,4745.0
web,2008,GBR,1.0,3652913.0,1.0,2.0,1,4745.0
web,2007,USA,1.0,3652913.0,1.0,4.0,1,5110.0
advertising,2001,USA,1.0,3652913.0,2.0,3.0,1,7300.0
games_video,2009,RUS,1.0,3652913.0,1.0,2.0,1,4380.0
public_relations,2008,USA,2.0,200000.0,2.0,1.0,1,4745.0
ecommerce,2010,ESP,1.0,3652913.0,1.0,2.0,1,4015.0
network_hosting,2000,USA,1.0,3652913.0,1.0,1.0,1,7665.0
software,2007,USA,1.0,3652913.0,1.0,3.0,1,5110.0
advertising,2009,HUN,1.0,3652913.0,1.0,5.0,1,4380.0
advertising,2007,NOR,1.0,3652913.0,1.0,2.0,1,5110.0
web,2010,FRA,1.0,93359.0,1.0,4.0,1,4015.0
software,2000,ITA,1.0,3652913.0,1.0,4.0,1,7665.0
software,2005,USA,1.0,3652913.0,1.0,6.0,1,5840.0
ecommerce,2007,USA,1.0,3652913.0,1.0,1.0,1,5110.0
advertising,2002,USA,1.0,3652913.0,1.0,1.0,1,6935.0
software,1967,USA,1.0,3652913.0,1.0,5.0,1,19710.0
public_relations,2004,USA,1.0,3652913.0,1.0,2.0,1,6205.0
web,2009,USA,1.0,3652913.0,1.0,4.0,1,4380.0
ecommerce,2008,USA,2.0,21827665.0,3.0,4.0,1,4745.0
other,1997,USA,1.0,3652913.0,1.0,1.0,1,8760.0
games_video,2006,GBR,1.0,3652913.0,1.0,3.0,1,5475.0
other,2008,USA,1.0,3652913.0,1.0,4.0,1,4745.0
network_hosting,2008,CHE,1.0,3652913.0,1.0,6.0,1,4745.0
enterprise,2007,IND,1.0,3652913.0,1.0,2.0,1,5110.0
sports,1920,USA,1.0,3652913.0,2.0,6.0,1,36865.0
ecommerce,2002,USA,1.0,3652913.0,1.0,1.0,1,6935.0
games_video,2011,USA,1.0,3652913.0,1.0,1.0,1,3650.0
ecommerce,2008,USA,1.0,3652913.0,1.0,1.0,1,4745.0
security,2009,SWE,1.0,3652913.0,1.0,1.0,1,4380.0
web,2008,USA,1.0,3652913.0,1.0,2.0,1,4745.0
analytics,2012,USA,2.0,3652913.0,1.0,4.0,1,3285.0
web,2004,DNK,1.0,80000.0,1.0,3.0,1,6205.0
mobile,2003,GBR,1.0,891177.0,1.0,6.0,0,3650.0
network_hosting,2007,USA,1.0,314169.0,1.0,4.0,1,5110.0
mobile,2011,USA,1.0,3652913.0,2.0,7.0,1,3650.0
enterprise,2001,USA,2.0,10000000.0,4.0,7.0,1,7300.0
software,2007,USA,1.0,3652913.0,1.0,4.0,1,5110.0
search,2005,USA,1.0,3652913.0,1.0,1.0,1,5840.0
consulting,1979,USA,1.0,3652913.0,1.0,2.0,1,15330.0
legal,1996,USA,1.0,3652913.0,1.0,2.0,1,9125.0
ecommerce,1997,USA,1.0,3652913.0,2.0,5.0,1,8760.0
public_relations,2006,AUS,1.0,98000.0,1.0,2.0,0,1460.0
analytics,2011,USA,3.0,20900000.0,1.0,6.0,1,3650.0
public_relations,2008,NLD,1.0,3652913.0,1.0,1.0,1,4745.0
software,2006,IND,1.0,3652913.0,1.0,1.0,1,5475.0
social,2011,USA,1.0,1000000.0,1.0,2.0,1,3650.0
mobile,2005,IND,1.0,1700000.0,1.0,1.0,0,2190.0
web,2008,FIN,1.0,3652913.0,1.0,5.0,1,4745.0
ecommerce,1998,USA,1.0,3652913.0,1.0,2.0,1,8395.0
public_relations,2006,IRL,1.0,3652913.0,1.0,4.0,1,5475.0
enterprise,2011,USA,1.0,3652913.0,3.0,4.0,1,3650.0
consulting,2010,IND,1.0,3652913.0,1.0,1.0,1,4015.0
software,2011,USA,2.0,18000.0,2.0,5.0,1,3650.0
public_relations,2007,USA,1.0,3652913.0,1.0,2.0,1,5110.0
public_relations,2007,NLD,1.0,3652913.0,1.0,1.0,1,5110.0
enterprise,2006,GBR,1.0,3652913.0,1.0,2.0,1,5475.0
web,2005,USA,1.0,3652913.0,1.0,2.0,1,5840.0
music,2010,USA,3.0,2125000.0,2.0,3.0,1,4015.0
consulting,2007,USA,1.0,3652913.0,1.0,3.0,1,5110.0
web,2011,USA,1.0,3652913.0,1.0,3.0,1,3650.0
web,2007,USA,1.0,3652913.0,1.0,1.0,1,5110.0
web,2008,USA,1.0,3652913.0,1.0,2.0,1,4745.0
other,2007,BOL,1.0,3652913.0,1.0,2.0,1,5110.0
mobile,2000,AUS,1.0,3652913.0,1.0,2.0,1,7665.0
web,2008,FRA,1.0,3652913.0,1.0,4.0,1,4745.0
games_video,2008,USA,1.0,6000000.0,2.0,2.0,1,4745.0
advertising,2004,IND,1.0,3652913.0,1.0,1.0,1,6205.0
search,2004,IND,1.0,3652913.0,1.0,1.0,1,6205.0
software,2002,AUS,1.0,3652913.0,1.0,6.0,1,6935.0
search,2011,GBR,1.0,3652913.0,1.0,1.0,1,3650.0
software,2007,ARG,1.0,3652913.0,1.0,1.0,1,5110.0
consulting,2003,GBR,1.0,3652913.0,1.0,1.0,1,6570.0
other,2007,USA,1.0,3652913.0,1.0,1.0,1,5110.0
software,1996,USA,1.0,3652913.0,2.0,6.0,1,9125.0
legal,1999,USA,1.0,3652913.0,1.0,1.0,1,8030.0
software,2006,USA,1.0,5500000.0,1.0,6.0,1,5475.0
advertising,2007,USA,1.0,3652913.0,1.0,7.0,1,5110.0
other,2008,IRL,1.0,3652913.0,1.0,1.0,1,4745.0
search,2006,USA,1.0,3652913.0,1.0,4.0,1,5475.0
network_hosting,1997,USA,1.0,3652913.0,1.0,4.0,1,8760.0
web,2002,USA,1.0,3652913.0,1.0,2.0,1,6935.0
advertising,2012,GBR,1.0,3652913.0,1.0,3.0,1,3285.0
consulting,2011,USA,1.0,3652913.0,1.0,1.0,1,3650.0
web,2007,USA,1.0,3652913.0,2.0,5.0,1,5110.0
software,2002,USA,1.0,3652913.0,1.0,1.0,1,6935.0
web,2006,PRT,1.0,3652913.0,1.0,7.0,1,5475.0
software,2006,CAN,1.0,3652913.0,1.0,5.0,1,5475.0
public_relations,2008,USA,1.0,3652913.0,1.0,8.0,1,4745.0
software,2011,IND,1.0,3652913.0,1.0,2.0,1,3650.0
cleantech,2008,USA,1.0,3652913.0,1.0,2.0,1,4745.0
enterprise,2000,USA,1.0,175000.0,1.0,4.0,1,7665.0
news,2011,IRL,2.0,1100000.0,3.0,2.0,1,3650.0
enterprise,2010,FRA,1.0,512000.0,1.0,3.0,1,4015.0
hardware,2006,USA,1.0,1500000.0,1.0,5.0,1,5475.0
web,2006,USA,1.0,3652913.0,1.0,4.0,1,5475.0
consulting,2008,USA,1.0,3652913.0,1.0,1.0,1,4745.0
software,2006,USA,1.0,3652913.0,1.0,3.0,1,5475.0
software,2008,AUS,1.0,3652913.0,1.0,1.0,1,4745.0
search,2004,CAN,1.0,3652913.0,2.0,1.0,1,6205.0
education,2006,USA,1.0,3652913.0,2.0,1.0,1,5475.0
web,2006,USA,1.0,3652913.0,1.0,1.0,1,5475.0
ecommerce,2005,FRA,1.0,4000000.0,4.0,1.0,0,2190.0
mobile,2007,USA,2.0,12000000.0,1.0,5.0,0,2190.0
advertising,2000,IND,1.0,3652913.0,1.0,1.0,1,7665.0
web,2000,CSS,1.0,3652913.0,1.0,1.0,1,7665.0
web,2006,TUR,1.0,3652913.0,1.0,4.0,1,5475.0
public_relations,2008,TUR,1.0,3652913.0,1.0,4.0,1,4745.0
software,2001,ITA,1.0,3652913.0,1.0,2.0,1,7300.0
web,2004,USA,1.0,3652913.0,1.0,1.0,1,6205.0
consulting,1993,CHN,1.0,3652913.0,1.0,1.0,1,10220.0
software,2005,CAN,1.0,3652913.0,1.0,2.0,1,5840.0
ecommerce,2011,USA,1.0,3652913.0,1.0,3.0,1,3650.0
software,2008,USA,1.0,3652913.0,2.0,5.0,1,4745.0
network_hosting,1995,AUS,1.0,3652913.0,1.0,1.0,1,9490.0
music,2008,USA,1.0,3652913.0,3.0,2.0,1,4745.0
hardware,1989,USA,1.0,4500000.0,2.0,8.0,1,11680.0
software,2006,IRL,1.0,3652913.0,4.0,3.0,1,5475.0
web,2007,CAN,1.0,3652913.0,1.0,2.0,1,5110.0
software,1979,USA,1.0,3652913.0,1.0,1.0,1,15330.0
web,2000,CAN,1.0,3652913.0,3.0,3.0,1,7665.0
public_relations,2007,CAN,1.0,3652913.0,2.0,7.0,1,5110.0
consulting,2006,USA,1.0,3652913.0,2.0,4.0,1,5475.0
web,2006,AUS,1.0,3652913.0,2.0,6.0,1,5475.0
consulting,2007,CAN,1.0,3652913.0,1.0,1.0,1,5110.0
advertising,2000,ARG,1.0,3652913.0,1.0,1.0,1,7665.0
web,2006,USA,1.0,3652913.0,2.0,4.0,1,5475.0
public_relations,2008,USA,1.0,3652913.0,1.0,2.0,1,4745.0
other,2010,USA,1.0,3652913.0,1.0,8.0,1,4015.0
advertising,2006,USA,1.0,3652913.0,1.0,1.0,1,5475.0
consulting,2008,USA,1.0,3652913.0,1.0,1.0,1,4745.0
web,2008,USA,1.0,3652913.0,1.0,1.0,1,4745.0
advertising,2007,AUS,1.0,3652913.0,1.0,1.0,1,5110.0
web,2008,CAN,1.0,3652913.0,1.0,2.0,0,1095.0
web,2007,USA,1.0,250000.0,1.0,7.0,1,5110.0
advertising,2007,USA,1.0,3652913.0,1.0,1.0,1,5110.0
software,1969,USA,1.0,3652913.0,2.0,3.0,1,18980.0
ecommerce,2011,IND,1.0,3652913.0,1.0,2.0,1,3650.0
advertising,2003,USA,1.0,3652913.0,1.0,2.0,1,6570.0
advertising,2003,USA,1.0,3652913.0,1.0,7.0,1,6570.0
web,2011,SWE,1.0,3652913.0,1.0,2.0,1,3650.0
ecommerce,1998,USA,1.0,3652913.0,2.0,3.0,1,8395.0
software,2008,IND,1.0,3652913.0,1.0,3.0,1,4745.0
public_relations,2008,IRL,1.0,3652913.0,3.0,3.0,1,4745.0
games_video,2007,ISR,1.0,3652913.0,1.0,1.0,1,5110.0
public_relations,2003,USA,1.0,3652913.0,1.0,1.0,1,6570.0
web,2006,FRA,2.0,3652913.0,1.0,3.0,1,5475.0
web,2005,USA,2.0,4180000.0,1.0,2.0,1,5840.0
enterprise,2008,TWN,1.0,3652913.0,2.0,1.0,1,4745.0
web,2008,USA,1.0,3652913.0,1.0,5.0,1,4745.0
software,2011,GBR,1.0,3652913.0,1.0,1.0,1,3650.0
web,2006,USA,1.0,3652913.0,1.0,7.0,1,5475.0
web,1999,BEL,1.0,3652913.0,1.0,2.0,1,8030.0
network_hosting,2006,BEL,1.0,3652913.0,1.0,2.0,1,5475.0
other,2003,USA,1.0,3652913.0,1.0,3.0,1,6570.0
sports,2007,USA,3.0,21000000.0,3.0,5.0,1,5110.0
ecommerce,2009,USA,1.0,1170000.0,2.0,2.0,1,4380.0
search,2007,KOR,1.0,90000.0,1.0,1.0,1,5110.0
other,2007,USA,1.0,3652913.0,1.0,1.0,1,5110.0
games_video,2005,USA,2.0,7350000.0,3.0,8.0,0,1825.0
consulting,2001,USA,1.0,3652913.0,1.0,1.0,1,7300.0
software,2005,USA,1.0,3652913.0,2.0,5.0,1,5840.0
mobile,2006,FIN,1.0,3652913.0,3.0,2.0,0,2190.0
web,2008,USA,1.0,3652913.0,1.0,1.0,1,4745.0
education,2007,USA,1.0,3652913.0,3.0,7.0,1,5110.0
software,2004,USA,1.0,5000000.0,1.0,4.0,1,6205.0
web,2001,USA,1.0,3652913.0,4.0,2.0,1,7300.0
web,2007,USA,1.0,3652913.0,1.0,3.0,1,5110.0
advertising,2000,USA,1.0,3652913.0,1.0,4.0,1,7665.0
games_video,2007,GBR,1.0,3652913.0,1.0,6.0,1,5110.0
public_relations,2008,USA,1.0,3652913.0,1.0,4.0,1,4745.0
software,2001,NLD,1.0,3652913.0,1.0,4.0,1,7300.0
software,2006,IRL,1.0,3652913.0,1.0,3.0,1,5475.0
web,1998,IRL,1.0,3652913.0,1.0,4.0,1,8395.0
public_relations,2008,USA,1.0,3652913.0,1.0,1.0,1,4745.0
web,1999,ARG,1.0,1000000.0,1.0,7.0,1,8030.0
software,2002,USA,1.0,3652913.0,1.0,4.0,1,6935.0
mobile,2006,IND,1.0,3652913.0,1.0,2.0,1,5475.0
network_hosting,2009,FRA,1.0,3652913.0,1.0,5.0,1,4380.0
other,2003,USA,1.0,3652913.0,1.0,1.0,1,6570.0
consulting,2005,USA,1.0,3652913.0,1.0,3.0,1,5840.0
software,2010,SWE,2.0,3652913.0,2.0,1.0,1,4015.0
other,1989,USA,1.0,3652913.0,2.0,7.0,1,11680.0
software,2008,USA,1.0,3652913.0,1.0,2.0,1,4745.0
web,2007,POL,1.0,3652913.0,1.0,2.0,1,5110.0
enterprise,2011,LUX,1.0,3652913.0,1.0,1.0,1,3650.0
web,2008,USA,1.0,3652913.0,1.0,3.0,1,4745.0
games_video,2010,CAN,1.0,3652913.0,1.0,1.0,1,4015.0
enterprise,2007,USA,1.0,3652913.0,1.0,4.0,1,5110.0
other,2004,USA,1.0,3652913.0,1.0,2.0,1,6205.0
consulting,1991,USA,1.0,3652913.0,1.0,1.0,1,10950.0
software,2011,USA,2.0,9000000.0,2.0,5.0,1,3650.0
mobile,2010,CHN,1.0,75000.0,1.0,3.0,1,4015.0
advertising,2007,USA,1.0,4300000.0,3.0,4.0,0,730.0
web,2008,SWE,1.0,3652913.0,1.0,1.0,1,4745.0
software,2002,CAN,1.0,3652913.0,1.0,2.0,1,6935.0
security,2007,CHE,1.0,4300000.0,2.0,7.0,1,5110.0
software,2003,DEU,1.0,3652913.0,2.0,2.0,1,6570.0
education,2004,USA,3.0,21100000.0,2.0,8.0,1,6205.0
web,2010,CAN,1.0,102372.0,1.0,1.0,1,4015.0
social,2011,IND,1.0,3652913.0,1.0,1.0,1,3650.0
advertising,2007,USA,1.0,50000.0,2.0,7.0,0,1825.0
cleantech,2008,USA,3.0,26400000.0,2.0,1.0,1,4745.0
public_relations,2001,IRL,1.0,3652913.0,1.0,2.0,1,7300.0
web,2007,EST,2.0,941288.0,3.0,4.0,0,1095.0
web,2008,IRL,1.0,3652913.0,2.0,4.0,1,4745.0
advertising,2008,USA,1.0,3652913.0,1.0,1.0,1,4745.0
other,2006,IRL,1.0,3652913.0,1.0,2.0,1,5475.0
software,2008,USA,2.0,74996.0,2.0,8.0,1,4745.0
web,2005,USA,1.0,3652913.0,1.0,3.0,1,5840.0
search,2008,USA,1.0,3652913.0,1.0,2.0,1,4745.0
education,2011,USA,1.0,3652913.0,1.0,7.0,1,3650.0
web,2008,USA,1.0,3652913.0,1.0,2.0,1,4745.0
mobile,2008,USA,1.0,700000.0,2.0,3.0,1,4745.0
software,2008,NZL,1.0,3652913.0,1.0,1.0,1,4745.0
hardware,2002,USA,2.0,2500000.0,1.0,1.0,1,6935.0
public_relations,2008,USA,1.0,3652913.0,1.0,3.0,1,4745.0
mobile,2004,NLD,1.0,3652913.0,1.0,1.0,1,6205.0
search,2008,USA,2.0,5999999.0,3.0,4.0,1,4745.0
enterprise,2008,USA,1.0,3652913.0,1.0,3.0,1,4745.0
advertising,2004,SGP,1.0,3652913.0,1.0,1.0,1,6205.0
other,2005,USA,1.0,3652913.0,1.0,1.0,1,5840.0
consulting,2009,USA,1.0,3652913.0,1.0,2.0,1,4380.0
other,2003,IRL,1.0,3652913.0,1.0,1.0,1,6570.0
games_video,2005,USA,1.0,3652913.0,1.0,2.0,1,5840.0
advertising,1998,USA,1.0,3652913.0,1.0,2.0,1,8395.0
consulting,2004,USA,1.0,3652913.0,1.0,1.0,1,6205.0
design,2001,USA,1.0,3652913.0,1.0,3.0,1,7300.0
mobile,2004,USA,1.0,3652913.0,1.0,2.0,1,6205.0
games_video,2006,USA,1.0,1000000.0,2.0,6.0,1,5475.0
network_hosting,2003,USA,1.0,3652913.0,1.0,2.0,1,6570.0
consulting,2006,USA,1.0,3652913.0,1.0,5.0,1,5475.0
web,2007,USA,1.0,450000.0,1.0,2.0,0,365.0
software,1998,ZAF,1.0,3652913.0,1.0,2.0,1,8395.0
network_hosting,2001,USA,1.0,3652913.0,1.0,1.0,1,7300.0
ecommerce,2011,CHE,1.0,3652913.0,2.0,2.0,1,3650.0
web,2010,USA,1.0,3652913.0,1.0,1.0,1,4015.0
other,2007,CAN,1.0,3652913.0,2.0,3.0,0,1825.0
software,1998,USA,1.0,3652913.0,1.0,1.0,1,8395.0
software,1999,GBR,1.0,3652913.0,1.0,1.0,1,8030.0
web,2000,JPN,1.0,3652913.0,2.0,6.0,1,7665.0
finance,2011,PHL,2.0,14000000.0,2.0,8.0,1,3650.0
games_video,2007,IND,1.0,3652913.0,1.0,1.0,0,1095.0
advertising,2011,USA,1.0,3652913.0,1.0,3.0,1,3650.0
software,1992,USA,1.0,3652913.0,1.0,1.0,1,10585.0
ecommerce,2008,USA,1.0,3652913.0,1.0,3.0,0,365.0
health,2008,USA,2.0,522000.0,1.0,3.0,1,4745.0
software,2007,GBR,1.0,3652913.0,1.0,2.0,1,5110.0
web,2004,ITA,1.0,3652913.0,1.0,2.0,1,6205.0
ecommerce,2011,USA,1.0,3652913.0,1.0,2.0,1,3650.0
mobile,2005,USA,2.0,22500000.0,4.0,4.0,1,5840.0
web,2008,USA,1.0,3652913.0,1.0,3.0,1,4745.0
consulting,2001,USA,1.0,3652913.0,1.0,2.0,1,7300.0
software,1999,FRA,2.0,11220000.0,3.0,6.0,1,8030.0
advertising,2010,CAN,1.0,3652913.0,1.0,1.0,1,4015.0
advertising,2007,USA,1.0,3652913.0,1.0,2.0,0,1460.0
software,2011,USA,1.0,3652913.0,1.0,3.0,1,3650.0
consulting,2000,CAN,1.0,3652913.0,1.0,2.0,1,7665.0
web,2010,USA,1.0,3652913.0,1.0,1.0,1,4015.0
web,2007,GBR,1.0,3652913.0,1.0,1.0,1,5110.0
advertising,2006,USA,1.0,3652913.0,1.0,5.0,1,5475.0
